Name,URL
tgi,https://github.com/huggingface/text-generation-inference
unstructured-cpu,https://github.com/Unstructured-IO/unstructured
rwkv,https://github.com/BlinkDL/ChatRWKV
petals,https://github.com/bigscience-workshop/petals
wandb,https://github.com/wandb/wandb
flexgen,https://github.com/FMInference/FlexLLMGen
divyanx-tokenizers,https://github.com/huggingface/tokenizers
nougat-ocr,https://github.com/facebookresearch/nougat
bisheng-langchain,https://github.com/dataelement/bisheng
tensorrt-llm,https://github.com/NVIDIA/TensorRT-LLM
so-vits-svc-fork,https://github.com/voicepaw/so-vits-svc-fork
openai-function-call,https://github.com/instructor-ai/instructor
llmware,https://github.com/llmware-ai/llmware
llama-cpp-python,https://github.com/abetlen/llama-cpp-python
imagen-pytorch,https://github.com/lucidrains/imagen-pytorch
trax,https://github.com/google/trax
imaginairy,https://github.com/brycedrennan/imaginAIry
flagembedding,https://github.com/FlagOpen/FlagEmbedding
insanely-fast-whisper,https://github.com/Vaibhavs10/insanely-fast-whisper
bbook-maker,https://github.com/yihong0618/bilingual_book_maker
palm-rlhf-pytorch,https://github.com/lucidrains/PaLM-rlhf-pytorch
llm-app,https://github.com/pathwaycom/llm-app
emotivoice,https://github.com/netease-youdao/EmotiVoice
pentestgpt,https://github.com/GreyDGL/PentestGPT
stanza,https://github.com/stanfordnlp/stanza
lm-eval,https://github.com/EleutherAI/lm-evaluation-harness
modelscope,https://github.com/modelscope/modelscope
bertviz,https://github.com/jessevig/bertviz
groundingdino-iscas,https://github.com/IDEA-Research/GroundingDINO
mmagic,https://github.com/open-mmlab/mmagic
bigdl-llm,https://github.com/intel-analytics/ipex-llm
opennmt-py,https://github.com/OpenNMT/OpenNMT-py
sglang,https://github.com/sgl-project/sglang
goldenverba,https://github.com/weaviate/Verba
mlx-lm,https://github.com/ml-explore/mlx-examples
xiaogpt,https://github.com/yihong0618/xiaogpt
interpret-core,https://github.com/interpretml/interpret
openplayground,https://github.com/nat/openplayground
pr-agent,https://github.com/Codium-ai/pr-agent
bertopic,https://github.com/MaartenGr/BERTopic
t5,https://github.com/google-research/text-to-text-transfer-transformer
pgml-extension,https://github.com/postgresml/postgresml
donut-python,https://github.com/clovaai/donut
taming-transformers,https://github.com/CompVis/taming-transformers
camel-ai,https://github.com/camel-ai/camel
lavague-core,https://github.com/lavague-ai/LaVague
xinference,https://github.com/xorbitsai/inference
pycorrector,https://github.com/shibing624/pycorrector
dalle-pytorch,https://github.com/lucidrains/DALLE-pytorch
evidently,https://github.com/evidentlyai/evidently
agentscope,https://github.com/modelscope/agentscope
airllm,https://github.com/lyogavin/airllm
ell-ai,https://github.com/MadcowD/ell
mikedeanproject,https://github.com/aiwaves-cn/agents
bardapi,https://github.com/dsdanielpark/Bard-API
llama-cmdline,https://github.com/meta-llama/llama-stack
ochat,https://github.com/imoneoi/openchat
traceloop-sdk,https://github.com/traceloop/openllmetry
mosaicml,https://github.com/mosaicml/composer
llm,https://github.com/simonw/llm
nexaai,https://github.com/NexaAI/nexa-sdk
ltp-core,https://github.com/HIT-SCIR/ltp
tree-of-thoughts-llm,https://github.com/princeton-nlp/tree-of-thought-llm
ai2-olmo,https://github.com/allenai/OLMo
alignment-handbook,https://github.com/huggingface/alignment-handbook
llmlingua,https://github.com/microsoft/LLMLingua
deeplabcut,https://github.com/DeepLabCut/DeepLabCut
cn-clip,https://github.com/OFA-Sys/Chinese-CLIP
gluonts,https://github.com/awslabs/gluonts
ms-swift,https://github.com/modelscope/ms-swift
auto-gptq,https://github.com/AutoGPTQ/AutoGPTQ
text2vec,https://github.com/shibing624/text2vec
qwen-agent,https://github.com/QwenLM/Qwen-Agent
torchat,https://github.com/pytorch/torchtune
openprompt,https://github.com/thunlp/OpenPrompt
tree-of-thoughts,https://github.com/kyegomez/tree-of-thoughts
arize-phoenix-evals,https://github.com/Arize-ai/phoenix
opencompass,https://github.com/open-compass/opencompass
agentverse,https://github.com/OpenBMB/AgentVerse
zenml,https://github.com/zenml-io/zenml
livekit-plugins-openai,https://github.com/livekit/agents
fedml,https://github.com/FedML-AI/FedML
autotrain-advanced,https://github.com/huggingface/autotrain-advanced
simpletransformers,https://github.com/ThilinaRajapakse/simpletransformers
llm-foundry,https://github.com/mosaicml/llm-foundry
xtuner,https://github.com/InternLM/xtuner
whisperspeech,https://github.com/WhisperSpeech/WhisperSpeech
deepeval,https://github.com/confident-ai/deepeval
sparrow-parse,https://github.com/katanaml/sparrow
llama-agentic-system,https://github.com/meta-llama/llama-stack-apps
flaml,https://github.com/microsoft/FLAML
timesfm,https://github.com/google-research/timesfm
liger-kernel,https://github.com/linkedin/Liger-Kernel
tensorflowtts,https://github.com/TensorSpeech/TensorFlowTTS
pipecat-ai,https://github.com/pipecat-ai/pipecat
flagai,https://github.com/FlagAI-Open/FlagAI
exllamav2,https://github.com/turboderp/exllamav2
kserve,https://github.com/kserve/kserve
glmtuner,https://github.com/hiyouga/ChatGLM-Efficient-Tuning
ostris-ai-toolkit,https://github.com/ostris/ai-toolkit
keybert,https://github.com/MaartenGr/KeyBERT
otter-ai,https://github.com/Luodian/Otter
octobot,https://github.com/Drakkar-Software/OctoBot
mmpretrain,https://github.com/open-mmlab/mmpretrain
aios-core,https://github.com/agiresearch/AIOS
lit-nlp,https://github.com/PAIR-code/lit
llama-hub,https://github.com/run-llama/llama-hub
routellm,https://github.com/lm-sys/RouteLLM
fair-esm,https://github.com/facebookresearch/esm
hebo,https://github.com/huawei-noah/HEBO
sdgx,https://github.com/hitsz-ids/synthetic-data-generator
docta-ai,https://github.com/Docta-ai/docta
jupyter-ai-dalle,https://github.com/jupyterlab/jupyter-ai
musiclm-pytorch,https://github.com/lucidrains/musiclm-pytorch
neuralforecast,https://github.com/Nixtla/neuralforecast
di-engine,https://github.com/opendilab/DI-engine
py-data-juicer,https://github.com/modelscope/data-juicer
colbert-ai,https://github.com/stanford-futuredata/ColBERT
garak,https://github.com/NVIDIA/garak
pgai,https://github.com/timescale/pgai
deepsparse-ent,https://github.com/neuralmagic/deepsparse
torchscale,https://github.com/microsoft/torchscale
textattack,https://github.com/QData/TextAttack
milocode,https://github.com/vocodedev/vocode-core
docarray,https://github.com/docarray/docarray
autorag,https://github.com/Marker-Inc-Korea/AutoRAG
top2vec,https://github.com/ddangelov/Top2Vec
agency-swarm,https://github.com/VRSEN/agency-swarm
nlp-architect,https://github.com/IntelLabs/nlp-architect
ddsp,https://github.com/magenta/ddsp
lida,https://github.com/microsoft/lida
neuralcoref,https://github.com/huggingface/neuralcoref
controlnet,https://github.com/juncongmoo/pyllama
codeshield,https://github.com/meta-llama/PurpleLlama
modelscope-agent,https://github.com/modelscope/modelscope-agent
torchtitan,https://github.com/pytorch/torchtitan
prompttools,https://github.com/hegelai/prompttools
vizro,https://github.com/mckinsey/vizro
clip-interrogator,https://github.com/pharmapsychotic/clip-interrogator
evadb,https://github.com/georgia-tech-db/evadb
deepdoctection,https://github.com/deepdoctection/deepdoctection
optimum,https://github.com/huggingface/optimum
adapters,https://github.com/adapter-hub/adapters
semantra,https://github.com/freedmand/semantra
openpipe,https://github.com/OpenPipe/OpenPipe
audioldm,https://github.com/haoheliu/AudioLDM
promptbench,https://github.com/microsoft/promptbench
audiolm-pytorch,https://github.com/lucidrains/audiolm-pytorch
ax-platform,https://github.com/facebook/Ax
adalflow,https://github.com/SylphAI-Inc/AdalFlow
k-diffusion,https://github.com/crowsonkb/k-diffusion
praisonai,https://github.com/MervinPraison/PraisonAI
numpyro,https://github.com/pyro-ppl/numpyro
medusa-llm,https://github.com/FasterDecoding/Medusa
audioldm2,https://github.com/haoheliu/AudioLDM2
s3prl,https://github.com/s3prl/s3prl
setfit,https://github.com/huggingface/setfit
neural-compressor-3x-pt,https://github.com/intel/neural-compressor
lorax-client,https://github.com/predibase/lorax
helicone,https://github.com/Helicone/helicone
trulens-providers-openai,https://github.com/truera/trulens
uptrain,https://github.com/uptrain-ai/uptrain
graph-of-thoughts,https://github.com/spcl/graph-of-thoughts
whisper-live,https://github.com/collabora/WhisperLive
huggingface-hub,https://github.com/huggingface/huggingface_hub
lmms-eval,https://github.com/EvolvingLMMs-Lab/lmms-eval
intel-extension-for-transformers,https://github.com/intel/intel-extension-for-transformers
realtimetts,https://github.com/KoljaB/RealtimeTTS
whisper-timestamped,https://github.com/linto-ai/whisper-timestamped
refuel-autolabel,https://github.com/refuel-ai/autolabel
datatrove,https://github.com/huggingface/datatrove
magentic,https://github.com/jackmpcollins/magentic
sparseml,https://github.com/neuralmagic/sparseml
pai-easynlp,https://github.com/alibaba/EasyNLP
salesgpt,https://github.com/filip-michalsky/SalesGPT
griptape,https://github.com/griptape-ai/griptape
pretzelai,https://github.com/pretzelai/pretzelai
checklist-pattern,https://github.com/marcotcr/checklist
deberta,https://github.com/microsoft/DeBERTa
ecco,https://github.com/jalammar/ecco
crfm-helm,https://github.com/stanford-crfm/helm
llama2-wrapper,https://github.com/liltom-eth/llama2-webui
llmkira,https://github.com/LlmKira/Openaibot
nano-graphrag,https://github.com/gusye1234/nano-graphrag
make-a-video-pytorch,https://github.com/lucidrains/make-a-video-pytorch
aavt,https://github.com/Chenyme/Chenyme-AAVT
deepspeed-mii,https://github.com/microsoft/DeepSpeed-MII
lagent,https://github.com/InternLM/lagent
textgrad,https://github.com/zou-group/textgrad
dw-hamilton-sdk,https://github.com/DAGWorks-Inc/hamilton
swarms,https://github.com/kyegomez/swarms
fast-bert-xrendan,https://github.com/utterworks/fast-bert
autoawq,https://github.com/casper-hansen/AutoAWQ
ctransformers,https://github.com/marella/ctransformers
agentneo,https://github.com/raga-ai-hub/AgentNeo
manga-ocr,https://github.com/kha-white/manga-ocr
byol-pytorch,https://github.com/lucidrains/byol-pytorch
optillm,https://github.com/codelion/optillm
demogpt,https://github.com/melih-unsal/DemoGPT
docquery,https://github.com/impira/docquery
bitnet,https://github.com/kyegomez/BitNet
pykeen,https://github.com/pykeen/pykeen
pyserini-install,https://github.com/castorini/pyserini
pyneuroner,https://github.com/Franck-Dernoncourt/NeuroNER
torchao,https://github.com/pytorch/ao
readmeai,https://github.com/eli64s/readme-ai
jiant,https://github.com/nyu-mll/jiant
yt-fts,https://github.com/NotJoeMartinez/yt-fts
stable-ts,https://github.com/jianfch/stable-ts
agenta,https://github.com/Agenta-AI/agenta
bert-score,https://github.com/Tiiiger/bert_score
needlehaystack,https://github.com/gkamradt/LLMTest_NeedleInAHaystack
infinity-emb,https://github.com/michaelfeil/infinity
fastembed,https://github.com/qdrant/fastembed
ml4a,https://github.com/ml4a/ml4a
huixiangdou,https://github.com/InternLM/HuixiangDou
os-copilot,https://github.com/OS-Copilot/OS-Copilot
deepmd-kit,https://github.com/deepmodeling/deepmd-kit
memary,https://github.com/kingjulio8238/Memary
laion-clap,https://github.com/LAION-AI/CLAP
galore-torch,https://github.com/jiaweizzhao/GaLore
opennmt-tf,https://github.com/OpenNMT/OpenNMT-tf
solo-learn,https://github.com/vturrisi/solo-learn
soundstorm-pytorch,https://github.com/lucidrains/soundstorm-pytorch
flashrag-dev,https://github.com/RUC-NLPIR/FlashRAG
underthesea,https://github.com/undertheseanlp/underthesea
gimpml,https://github.com/kritiksoman/GIMP-ML
llama-agi,https://github.com/run-llama/llama-lab
responsibleai-vision,https://github.com/microsoft/responsible-ai-toolbox
setofmark,https://github.com/roboflow/maestro
data-formulator,https://github.com/microsoft/data-formulator
bert-extractive-summarizer,https://github.com/dmmiller612/bert-extractive-summarizer
wordllama,https://github.com/dleemiller/WordLlama
fastrag,https://github.com/IntelLabs/fastRAG
chatarena,https://github.com/Farama-Foundation/chatarena
webllama,https://github.com/McGill-NLP/webllama
burr,https://github.com/DAGWorks-Inc/burr
llm2vec,https://github.com/McGill-NLP/llm2vec
fastmri,https://github.com/facebookresearch/fastMRI
isat-sam,https://github.com/yatengLG/ISAT_with_segment_anything
self-rewarding-lm-pytorch,https://github.com/lucidrains/self-rewarding-lm-pytorch
quark-engine,https://github.com/quark-engine/quark-engine
ragbuilder,https://github.com/KruxAI/ragbuilder
paperai,https://github.com/neuml/paperai
pytorch-widedeep,https://github.com/jrzaurin/pytorch-widedeep
atorch,https://github.com/intelligent-machine-learning/dlrover
pyfastedit,https://github.com/hiyouga/FastEdit
evalplus,https://github.com/evalplus/evalplus
naturalspeech2-pytorch,https://github.com/lucidrains/naturalspeech2-pytorch
alphafold3-pytorch,https://github.com/lucidrains/alphafold3-pytorch
pororo-versionup,https://github.com/kakaobrain/pororo
video-diffusion-pytorch,https://github.com/lucidrains/video-diffusion-pytorch
xmnlp,https://github.com/SeanLee97/xmnlp
ktrain,https://github.com/amaiya/ktrain
pyreft,https://github.com/stanfordnlp/pyreft
chatgpt-tool-hub,https://github.com/goldfishh/chatgpt-tool-hub
megablocks,https://github.com/databricks/megablocks
chatllama,https://github.com/juncongmoo/chatllama
coagent,https://github.com/codefuse-ai/codefuse-chatbot
thepipe-api,https://github.com/emcf/thepipe
evo-model,https://github.com/evo-design/evo
aqlm,https://github.com/Vahe1994/AQLM
aphrodite-engine,https://github.com/PygmalionAI/aphrodite-engine
languagemodels,https://github.com/jncraton/languagemodels
mosaicml-streaming,https://github.com/mosaicml/streaming
robynpy,https://github.com/facebookexperimental/Robyn
rerankers,https://github.com/AnswerDotAI/rerankers
mle-agent,https://github.com/MLSysOps/MLE-agent
spacy-llm,https://github.com/explosion/spacy-llm
tapas-table-parsing,https://github.com/google-research/tapas
nlm-ingestor,https://github.com/nlmatics/nlm-ingestor
mario-gpt,https://github.com/shyamsn97/mario-gpt
repo2vec,https://github.com/Storia-AI/sage
memos,https://github.com/arkohut/pensieve
ragxplorer,https://github.com/gabrielchua/RAGxplorer
dsrag,https://github.com/D-Star-AI/dsRAG
scgpt,https://github.com/bowang-lab/scGPT
uform,https://github.com/unum-cloud/uform
pixellib,https://github.com/ayoolaolafenwa/PixelLib
concrete-ml,https://github.com/zama-ai/concrete-ml
swissarmytransformer,https://github.com/THUDM/SwissArmyTransformer
openfactverification-kongzii,https://github.com/Libr-AI/OpenFactVerification
airoboros,https://github.com/jondurbin/airoboros
dolma,https://github.com/allenai/dolma
opendelta,https://github.com/thunlp/OpenDelta
lilacai,https://github.com/databricks/lilac
mani-skill,https://github.com/haosulab/ManiSkill
cognee,https://github.com/topoteretes/cognee
detoxify,https://github.com/unitaryai/detoxify
lanarky,https://github.com/ajndkr/lanarky
autollm,https://github.com/viddexa/autollm
lomo-optim,https://github.com/OpenLMLab/LOMO
poe-api-wrapper,https://github.com/snowby666/poe-api-wrapper
agentuniverse,https://github.com/antgroup/agentUniverse
lm-debug-eval-ui,https://github.com/lastmile-ai/aiconfig
pyabsa,https://github.com/yangheng95/PyABSA
openlit,https://github.com/openlit/openlit
texify,https://github.com/VikParuchuri/texify
py-inkwell,https://github.com/tensorlakeai/indexify
llm-agents,https://github.com/mpaepper/llm_agents
whisper-ctranslate2,https://github.com/Softcatala/whisper-ctranslate2
langcorn,https://github.com/msoedov/langcorn
lightautoml-gpu,https://github.com/sberbank-ai-lab/LightAutoML
hcpdiff,https://github.com/IrisRainbowNeko/HCP-Diffusion
chronological,https://github.com/OthersideAI/chronology
optimum-nvidia,https://github.com/huggingface/optimum-nvidia
hezar,https://github.com/hezarai/hezar
lighteval,https://github.com/huggingface/lighteval
omnixai,https://github.com/salesforce/OmniXAI
muse-maskgit-pytorch,https://github.com/lucidrains/muse-maskgit-pytorch
curated-transformers,https://github.com/explosion/curated-transformers
ai-forward,https://github.com/KenyonY/openai-forward
mambavision,https://github.com/NVlabs/MambaVision
agentic-security,https://github.com/msoedov/agentic_security
eagle-llm,https://github.com/SafeAILab/EAGLE
quanto,https://github.com/huggingface/optimum-quanto
pyspark-ai,https://github.com/pyspark-ai/pyspark-ai
supar,https://github.com/yzhangcs/parser
neumai,https://github.com/NeumTry/NeumAI
factool,https://github.com/GAIR-NLP/factool
openspg-nn4k,https://github.com/OpenSPG/openspg
meerkat-ml,https://github.com/HazyResearch/meerkat
inltk,https://github.com/goru001/inltk
chapyter,https://github.com/chapyter/chapyter
mindnlp,https://github.com/mindspore-lab/mindnlp
chatdbg,https://github.com/plasma-umass/ChatDBG
keras-hub,https://github.com/keras-team/keras-hub
similarities,https://github.com/shibing624/similarities
mirascope,https://github.com/Mirascope/mirascope
style-bert-vits2,https://github.com/litagin02/Style-Bert-VITS2
llm-toolkit,https://github.com/georgian-io/LLM-Finetuning-Toolkit
scale-llm-engine,https://github.com/scaleapi/llm-engine
wtpsplit,https://github.com/segment-any-text/wtpsplit
outetts,https://github.com/edwko/OuteTTS
meshgpt-pytorch,https://github.com/lucidrains/meshgpt-pytorch
multilingual-clip,https://github.com/FreddeFrallan/Multilingual-CLIP
community-profiler,https://github.com/litanlitudan/skyagi
ja-ginza-electra,https://github.com/megagonlabs/ginza
alphafold3,https://github.com/kyegomez/AlphaFold3
phenaki-pytorch,https://github.com/lucidrains/phenaki-pytorch
omnisensevoice,https://github.com/lifeiteng/OmniSenseVoice
polyfuzz,https://github.com/MaartenGr/PolyFuzz
repe,https://github.com/andyzoujm/representation-engineering
trankit,https://github.com/nlp-uoregon/trankit
gdm-concordia,https://github.com/google-deepmind/concordia
fructose-ai,https://github.com/bananaml/fructose
primeqa,https://github.com/primeqa/primeqa
spacy-stanza,https://github.com/explosion/spacy-stanza
hqq,https://github.com/mobiusml/hqq
mmsa,https://github.com/thuiar/MMSA
chatdocs,https://github.com/marella/chatdocs
kan-gpt,https://github.com/AdityaNG/kan-gpt
miditok,https://github.com/Natooz/MidiTok
coqui-tts,https://github.com/idiap/coqui-ai-TTS
crewai-tools,https://github.com/crewAIInc/crewAI-tools
onprem,https://github.com/amaiya/onprem
jpl-rosa,https://github.com/nasa-jpl/rosa
longnet,https://github.com/kyegomez/LongNet
flashrank,https://github.com/PrithivirajDamodaran/FlashRank
attention-sinks,https://github.com/tomaarsen/attention_sinks
neuspellmyntra,https://github.com/neuspell/neuspell
invisible-unicorn,https://github.com/NVIDIA/NeMo-Curator
tanuki-py,https://github.com/Tanuki/tanuki.py
llmflows,https://github.com/stoyan-stoyanov/llmflows
pyvene,https://github.com/stanfordnlp/pyvene
byaldi,https://github.com/AnswerDotAI/byaldi
eland,https://github.com/elastic/eland
nvflare,https://github.com/NVIDIA/NVFlare
vectordb2,https://github.com/kagisearch/vectordb
openrl,https://github.com/OpenRL-Lab/openrl
aideml,https://github.com/WecoAI/aideml
chemcrow,https://github.com/ur-whitelab/chemcrow-public
asreview,https://github.com/asreview/asreview
nemo-aligner,https://github.com/NVIDIA/NeMo-Aligner
vbench,https://github.com/Vchitect/VBench
quaterion,https://github.com/qdrant/quaterion
dynamiq,https://github.com/dynamiq-ai/dynamiq
textflint,https://github.com/textflint/textflint
tensor-parallel,https://github.com/BlackSamorez/tensor_parallel
ragcheckerzs,https://github.com/amazon-science/RAGChecker
gpt-command-line,https://github.com/kharvd/gpt-cli
nvidia-modelopt,https://github.com/NVIDIA/TensorRT-Model-Optimizer
calflops,https://github.com/MrYxJ/calculate-flops.pytorch
voicebox-pytorch,https://github.com/lucidrains/voicebox-pytorch
latentscope,https://github.com/enjalot/latent-scope
distrifuser,https://github.com/mit-han-lab/distrifuser
lightning-transformers,https://github.com/Lightning-Universe/lightning-transformers
sammo,https://github.com/microsoft/sammo
lorahub,https://github.com/sail-sg/lorahub
dr-doc-search,https://github.com/namuan/dr-doc-search
aizynthfinder,https://github.com/MolecularAI/aizynthfinder
gretel-synthetics,https://github.com/gretelai/gretel-synthetics
small-text,https://github.com/webis-de/small-text
codefuse-muagent,https://github.com/codefuse-ai/CodeFuse-muAgent
borutashap,https://github.com/Ekeany/Boruta-Shap
langup,https://github.com/jiran214/langup-ai
multimodal-transformers,https://github.com/georgian-io/Multimodal-Toolkit
mlx-vlm,https://github.com/Blaizzy/mlx-vlm
diffuzers,https://github.com/abhishekkrthakur/diffuzers
gomate,https://github.com/gomate-community/TrustRAG
magvit2-pytorch,https://github.com/lucidrains/magvit2-pytorch
gritlm,https://github.com/ContextualAI/gritlm
terminal-copilot,https://github.com/opensouls/terminal-copilot
pysentimiento,https://github.com/pysentimiento/pysentimiento
dailalib,https://github.com/mahaloz/DAILA
seqio,https://github.com/google/seqio
langfun,https://github.com/google/langfun
kani,https://github.com/zhudotexe/kani
aspect-based-sentiment-analysis,https://github.com/ScalaConsultants/Aspect-Based-Sentiment-Analysis
langwatch,https://github.com/langwatch/langwatch
rag-retrieval,https://github.com/NLPJCL/RAG-Retrieval
agentforge,https://github.com/DataBassGit/AgentForge
fleet-context,https://github.com/fleet-ai/context
textrl,https://github.com/voidful/TextRL
m3tl,https://github.com/JayYip/m3tl
bigdl-core-npu,https://github.com/intel/intel-npu-acceleration-library
vptq,https://github.com/microsoft/VPTQ
openicl,https://github.com/Shark-NLP/OpenICL
tevatron,https://github.com/texttron/tevatron
raglite,https://github.com/superlinear-ai/raglite
string2string,https://github.com/stanfordnlp/string2string
compel,https://github.com/damian0815/compel
felafax,https://github.com/felafax/felafax
codequestion,https://github.com/neuml/codequestion
ought-ice,https://github.com/oughtinc/ice
evodiff,https://github.com/microsoft/evodiff
sgmse,https://github.com/sp-uhh/sgmse
allennlp-models,https://github.com/allenai/allennlp-models
pyllmsearch,https://github.com/snexus/llm-search
levanter,https://github.com/stanford-crfm/levanter
qai-hub-models,https://github.com/quic/ai-hub-models
parti-pytorch,https://github.com/lucidrains/parti-pytorch
happytransformer,https://github.com/EricFillion/happy-transformer
neuralcompression,https://github.com/facebookresearch/NeuralCompression
data-to-paper,https://github.com/Technion-Kishony-lab/data-to-paper
rapid-paraformer,https://github.com/RapidAI/RapidASR
guardrails-ai-unbabel-comet,https://github.com/Unbabel/COMET
model2vec,https://github.com/MinishLab/model2vec
rofunc,https://github.com/Skylark0924/Rofunc
crslab,https://github.com/RUCAIBox/CRSLab
easyjailbreak,https://github.com/EasyJailbreak/EasyJailbreak
langtest,https://github.com/JohnSnowLabs/langtest
llama-cpp-agent,https://github.com/Maximilian-Winter/llama-cpp-agent
speechtokenizer,https://github.com/ZhangXInFD/SpeechTokenizer
wisup-e2m,https://github.com/wisupai/e2m
embedbase,https://github.com/different-ai/embedbase
scrape-it-now,https://github.com/clemlesne/scrape-it-now
paddlets,https://github.com/PaddlePaddle/PaddleTS
trustllm,https://github.com/HowieHwong/TrustLLM
roformer,https://github.com/JunnYu/RoFormer_pytorch
nebula-ai,https://github.com/berylliumsec/nebula
memoripy,https://github.com/caspianmoon/memoripy
medclip,https://github.com/RyanWangZf/MedCLIP
openlrc,https://github.com/zh-plus/openlrc
hackingbuddygpt,https://github.com/ipa-lab/hackingBuddyGPT
databonsai,https://github.com/alvin-r/databonsai
maccarone,https://github.com/bsilverthorn/maccarone
appbuilder-sdk,https://github.com/baidubce/app-builder
archai,https://github.com/microsoft/archai
paxml,https://github.com/google/paxml
medcat,https://github.com/CogStack/MedCAT
dl-translate,https://github.com/xhluca/dl-translate
llama-assistant,https://github.com/nrl-ai/llama-assistant
snac,https://github.com/hubertsiuzdak/snac
mltype,https://github.com/jankrepl/mltype
teams-ai,https://github.com/microsoft/teams-ai
verl,https://github.com/volcengine/verl
keytotext,https://github.com/gagan3012/keytotext
subaligner,https://github.com/baxtree/subaligner
vizseq,https://github.com/facebookresearch/vizseq
zetascale,https://github.com/kyegomez/zeta
enformer-pytorch,https://github.com/lucidrains/enformer-pytorch
perceiver-io,https://github.com/krasserm/perceiver-io
manifest-ml,https://github.com/HazyResearch/manifest
openchat,https://github.com/hyunwoongko/openchat
huggingsound,https://github.com/jonatasgrosman/huggingsound
sagify,https://github.com/Kenza-AI/sagify
chatllm,https://github.com/yuanjie-ai/ChatLLM
manubot,https://github.com/manubot/manubot
gemini-torch,https://github.com/kyegomez/Gemini
fastseq,https://github.com/microsoft/fastseq
nnsight,https://github.com/ndif-team/nnsight
chainfury,https://github.com/NimbleBoxAI/ChainFury
generalagent,https://github.com/CosmosShadow/GeneralAgent
adaseq,https://github.com/modelscope/AdaSeq
repoagent,https://github.com/OpenBMB/RepoAgent
keras-text,https://github.com/raghakot/keras-text
patched-prompt-security-fuzzer,https://github.com/prompt-security/ps-fuzz
interpret-text,https://github.com/interpretml/interpret-text
mixdiff,https://github.com/albarji/mixture-of-diffusers
hpsv2,https://github.com/tgxs002/HPSv2
langstream,https://github.com/rogeriochaves/langstream
contextualspellcheck,https://github.com/R1j1t/contextualSpellCheck
